Employee_ID,Age,Gender,Department,Job_Role,Education,Marital_Status,Business_Travel,Distance_From_Home,Monthly_Income,Bonus,Overtime,Job_Satisfaction,Environment_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Performance_Rating,Training_Times_Last_Year,Percent_Salary_Hike,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Total_Working_Years,Projects_Completed,Absenteeism_Days,Remote_Work,Manager_Rating,Attrition
105630,33,Female,HR,Engineer,Diploma,Single,Rarely,1.0,5627.0,603,No,3.0,2,1,1,4,0,19,0,0,0,6,2,20,No,3,No
105631,38,Female,Sales,Manager,Master,Divorced,Non-Travel,6.0,6600.0,5769,Yes,4.0,4,2,2,3,3,16,6,6,4,14,8,11,No,5,No
105632,47,Female,R&D,Executive,PhD,Single,Non-Travel,4.0,8805.0,5333,No,3.0,2,3,3,3,4,21,15,1,6,25,12,2,Yes,5,No
105633,53,Female,Customer Support,Associate,Bachelor,Married,Frequently,22.0,7490.0,7112,No,1.0,2,4,2,3,0,16,20,6,8,24,13,7,Yes,2,No
105634,58,Male,R&D,Specialist,Diploma,Married,Rarely,28.0,11687.0,2248,No,4.0,3,3,3,3,0,18,1,0,0,31,4,1,No,3,No
105635,53,Male,R&D,Manager,Bachelor,Single,Non-Travel,25.0,9951.0,3677,No,3.0,3,4,4,3,0,14,24,10,0,27,12,19,No,2,Yes
105636,32,Female,IT,Manager,Master,Divorced,Non-Travel,4.0,3641.0,7794,No,1.0,1,3,3,4,0,10,5,1,0,6,5,2,No,2,No
105637,38,Female,IT,Specialist,PhD,Single,Rarely,25.0,5276.0,5640,No,2.0,1,4,4,4,0,15,9,5,0,12,15,8,No,5,No
105638,35,Male,Operations,Associate,PhD,Married,Non-Travel,15.0,5697.0,6979,No,1.0,3,4,1,3,1,24,1,1,0,10,4,13,No,3,No
105639,34,Female,HR,Specialist,PhD,Divorced,Frequently,8.0,6757.0,2306,No,3.0,4,2,2,3,0,20,3,3,0,10,11,7,Yes,3,No
105640,26,Female,Operations,Executive,Diploma,Single,Frequently,29.0,3164.0,1407,No,3.0,1,3,1,3,3,16,0,0,0,2,13,6,No,2,No
105641,22,Male,HR,Analyst,Master,Divorced,Non-Travel,11.0,3672.0,5452,No,2.0,3,1,3,3,5,25,0,0,0,0,8,11,No,3,No
105642,54,Female,HR,Analyst,Diploma,Married,Rarely,11.0,9713.0,1471,Yes,4.0,1,2,1,4,5,22,19,6,8,26,12,2,Yes,5,No
105643,55,Female,HR,Manager,PhD,Divorced,Rarely,10.0,10666.0,6539,Yes,1.0,4,4,3,5,1,19,17,7,7,27,13,13,No,5,No
105644,46,Female,Finance,Executive,PhD,Divorced,Rarely,10.0,8932.0,7128,No,3.0,1,1,2,3,4,10,15,5,4,25,9,16,Yes,4,No
105645,26,Male,Operations,Manager,Bachelor,Single,Frequently,1.0,4009.0,2441,No,1.0,1,2,3,5,0,25,2,0,1,3,8,16,Yes,3,No
105646,25,Male,Sales,Manager,PhD,Married,Frequently,2.0,4491.0,7565,No,1.0,2,4,2,4,4,14,0,0,0,0,10,11,No,3,No
105647,52,Female,Sales,Analyst,Diploma,Married,Frequently,13.0,10892.0,3289,No,1.0,4,2,3,4,6,18,10,1,5,29,15,15,No,5,No
105648,48,Male,Sales,Associate,Bachelor,Single,Non-Travel,22.0,6504.0,5846,No,3.0,1,3,2,3,5,15,5,3,1,19,2,6,No,5,No
105649,29,Female,Marketing,Executive,Master,Married,Rarely,24.0,3680.0,3796,Yes,2.0,1,4,4,3,5,14,0,0,0,1,15,0,No,2,No
105650,24,Female,Finance,Engineer,PhD,Married,Rarely,27.0,2643.0,6832,Yes,1.0,1,3,1,3,3,14,0,0,0,0,14,2,No,5,Yes
105651,29,Female,R&D,Executive,Bachelor,Divorced,Non-Travel,19.0,4559.0,3413,No,2.0,4,1,4,5,6,18,0,0,0,2,9,1,Yes,3,No
105652,54,Male,Marketing,Manager,Bachelor,Single,Frequently,15.0,8716.0,5936,No,4.0,2,1,4,3,1,16,13,8,1,29,11,10,Yes,2,No
105653,35,Male,HR,Associate,PhD,Married,Rarely,23.0,6597.0,4908,No,2.0,3,4,3,3,2,16,11,10,7,13,1,2,Yes,2,No
105654,25,Male,HR,Engineer,Diploma,Married,Frequently,,,7609,No,,4,4,4,5,3,21,0,0,0,0,13,11,No,5,No
105655,31,Female,IT,Executive,Bachelor,Single,Non-Travel,20.0,6909.0,2052,No,3.0,3,3,1,3,1,15,1,1,1,10,5,12,No,4,No
105656,22,Female,R&D,Analyst,PhD,Divorced,Non-Travel,30.0,3467.0,2331,No,2.0,3,4,3,5,6,13,0,0,0,0,4,17,Yes,5,No
105657,23,Female,Finance,Manager,Bachelor,Single,Non-Travel,9.0,4191.0,3486,No,1.0,4,4,4,4,2,10,0,0,0,0,1,9,No,4,No
105658,41,Female,Finance,Manager,PhD,Single,Frequently,13.0,6253.0,5251,No,1.0,4,1,1,3,5,15,14,5,8,17,4,8,No,3,No
105659,42,Male,Customer Support,Associate,Master,Divorced,Rarely,24.0,7526.0,7202,No,3.0,2,2,4,5,4,16,4,1,3,16,15,15,Yes,4,No
105660,52,Male,IT,Engineer,Diploma,Single,Non-Travel,29.0,7750.0,6521,Yes,1.0,1,2,1,5,2,12,14,3,2,25,4,5,Yes,5,No
105661,27,Male,IT,Engineer,Bachelor,Married,Frequently,8.0,3800.0,4836,Yes,4.0,1,4,3,4,2,10,0,0,0,0,8,9,No,2,No
105662,58,Male,Finance,Executive,Diploma,Single,Non-Travel,5.0,10484.0,3183,No,2.0,4,1,4,3,6,13,13,1,1,30,15,10,No,3,No
105663,47,Female,HR,Engineer,Bachelor,Single,Non-Travel,10.0,8855.0,3988,No,4.0,1,4,1,4,5,15,1,1,1,25,13,10,No,4,No
105664,37,Female,HR,Analyst,Diploma,Married,Rarely,21.0,6057.0,3778,No,1.0,1,2,3,5,2,10,1,0,1,13,9,9,Yes,4,No
105665,37,Female,HR,Associate,Master,Married,Non-Travel,1.0,4255.0,5610,No,4.0,1,3,1,3,2,19,6,5,2,9,11,0,Yes,2,No
105666,59,Male,Marketing,Specialist,Master,Divorced,Frequently,,,6015,Yes,,1,4,2,3,6,19,11,8,5,31,10,0,Yes,4,No
105667,40,Male,Finance,Manager,PhD,Divorced,Non-Travel,18.0,5327.0,5973,Yes,4.0,3,3,3,5,6,19,3,1,2,14,3,8,Yes,3,No
105668,50,Female,Operations,Engineer,Master,Married,Frequently,21.0,6975.0,5467,No,4.0,4,4,3,3,4,12,8,4,1,21,5,3,No,4,No
105669,55,Male,Customer Support,Engineer,Master,Single,Non-Travel,3.0,10716.0,1432,Yes,4.0,1,2,2,3,6,13,4,4,0,26,13,8,No,2,No
105670,41,Male,HR,Executive,Bachelor,Married,Rarely,30.0,7280.0,1895,No,4.0,2,3,1,4,2,18,17,0,5,18,11,14,No,2,No
105671,59,Male,Customer Support,Manager,Diploma,Single,Non-Travel,3.0,10825.0,4945,No,1.0,2,4,2,3,4,10,6,1,0,31,2,10,Yes,3,No
105672,36,Male,Customer Support,Engineer,Bachelor,Divorced,Non-Travel,11.0,6877.0,6802,Yes,2.0,3,2,1,3,5,17,6,4,2,13,9,6,No,3,Yes
105673,52,Male,Sales,Manager,Master,Divorced,Rarely,1.0,8956.0,6628,No,3.0,4,4,4,3,3,20,22,8,5,30,14,11,No,4,No
105674,25,Male,IT,Associate,Master,Divorced,Non-Travel,17.0,4699.0,3190,No,2.0,4,1,4,3,1,13,0,0,0,0,5,19,Yes,4,No
105675,32,Female,HR,Engineer,Master,Divorced,Frequently,13.0,5601.0,1354,Yes,1.0,1,2,1,4,4,23,3,1,1,3,11,10,No,3,Yes
105676,36,Female,Operations,Executive,Bachelor,Married,Frequently,21.0,6104.0,3003,No,2.0,4,1,1,3,5,13,6,5,1,10,12,1,Yes,2,No
105677,29,Male,R&D,Engineer,PhD,Divorced,Non-Travel,25.0,4764.0,5514,No,3.0,1,1,2,4,5,21,6,2,1,6,7,16,No,2,No
105678,42,Female,Operations,Specialist,PhD,Married,Frequently,1.0,6425.0,7613,Yes,3.0,2,3,1,3,0,21,11,6,1,14,7,14,Yes,2,No
105679,25,Female,Operations,Executive,Master,Single,Frequently,10.0,3252.0,4440,Yes,1.0,2,4,2,3,0,11,1,1,0,2,10,16,No,3,Yes
105680,42,Male,Sales,Engineer,Master,Married,Frequently,19.0,7599.0,2801,No,4.0,3,4,1,4,1,21,3,3,2,19,6,16,Yes,2,No
105681,42,Male,R&D,Analyst,Diploma,Married,Frequently,10.0,6386.0,4584,Yes,2.0,1,4,3,3,5,21,10,9,5,13,1,10,No,2,No
105682,27,Male,Operations,Engineer,Diploma,Single,Rarely,23.0,4799.0,808,No,4.0,3,3,3,3,5,16,6,4,2,6,4,11,Yes,3,No
105683,50,Female,Finance,Executive,Master,Married,Frequently,19.0,9029.0,5898,Yes,4.0,3,2,1,5,4,19,11,9,8,24,3,8,Yes,5,No
105684,60,Female,Operations,Manager,Diploma,Single,Non-Travel,11.0,10162.0,594,No,1.0,3,4,4,3,6,14,15,0,6,36,14,16,Yes,2,No
105685,22,Male,Customer Support,Executive,Master,Married,Frequently,11.0,2477.0,3345,No,2.0,4,2,2,3,0,18,0,0,0,0,12,19,Yes,3,No
105686,23,Female,Marketing,Specialist,PhD,Single,Frequently,5.0,2629.0,6483,No,1.0,3,2,1,3,1,24,0,0,0,0,14,12,Yes,2,No
105687,23,Female,Operations,Executive,Diploma,Married,Non-Travel,13.0,3783.0,3613,No,2.0,2,4,3,5,6,19,0,0,0,0,13,6,No,5,No
105688,26,Male,HR,Manager,Diploma,Single,Non-Travel,3.0,3955.0,3143,No,1.0,3,4,4,3,5,25,3,0,3,5,11,15,No,2,No
105689,31,Male,HR,Specialist,PhD,Single,Non-Travel,14.0,5357.0,4208,No,3.0,1,4,4,3,0,25,4,4,2,8,6,8,No,5,Yes
105690,32,Male,HR,Executive,Bachelor,Married,Non-Travel,24.0,5838.0,3566,No,2.0,1,1,4,5,2,20,6,0,4,6,5,13,Yes,2,No
105691,57,Female,IT,Executive,Bachelor,Single,Non-Travel,15.0,10334.0,6861,No,3.0,2,2,1,4,0,10,2,2,2,31,2,17,Yes,5,No
105692,31,Male,HR,Analyst,Diploma,Single,Non-Travel,10.0,3963.0,7671,No,1.0,2,4,4,3,1,25,4,0,0,8,11,17,Yes,5,No
105693,38,Male,HR,Specialist,Bachelor,Divorced,Frequently,26.0,6516.0,771,Yes,1.0,1,4,4,3,2,25,5,2,5,12,2,12,No,3,No
105694,46,Female,HR,Associate,Diploma,Single,Rarely,20.0,9163.0,4749,No,3.0,4,3,2,3,4,20,0,0,0,20,4,8,Yes,5,No
105695,33,Female,R&D,Manager,Bachelor,Divorced,Frequently,7.0,4425.0,5156,Yes,1.0,3,3,1,4,1,16,5,5,2,9,15,20,No,3,No
105696,33,Male,HR,Analyst,Master,Married,Non-Travel,10.0,6813.0,4014,No,2.0,1,1,4,4,1,11,2,0,2,12,7,17,No,4,No
105697,28,Male,IT,Associate,PhD,Single,Frequently,20.0,5541.0,6836,No,3.0,3,3,3,3,5,12,2,0,2,3,4,6,No,2,No
105698,51,Female,Marketing,Engineer,PhD,Divorced,Frequently,9.0,9281.0,5300,Yes,3.0,1,2,2,3,1,21,9,1,1,25,2,0,No,2,No
105699,28,Male,Finance,Engineer,Diploma,Married,Rarely,24.0,5822.0,3396,No,4.0,1,1,1,3,3,14,6,3,3,6,1,6,Yes,3,No
105700,34,Female,Finance,Executive,PhD,Divorced,Frequently,16.0,3947.0,4404,Yes,2.0,4,3,4,4,4,19,5,0,3,7,5,7,No,4,No
105701,26,Male,Sales,Manager,Bachelor,Single,Non-Travel,21.0,5205.0,4150,Yes,2.0,3,3,1,3,0,16,1,0,1,2,10,20,Yes,2,Yes
105702,34,Female,HR,Associate,Master,Divorced,Non-Travel,7.0,5977.0,6431,Yes,2.0,3,1,3,4,5,16,6,2,1,10,3,17,No,4,No
105703,60,Male,HR,Manager,PhD,Single,Frequently,2.0,9319.0,6698,No,1.0,1,2,1,3,6,16,13,3,2,32,14,19,Yes,2,No
105704,35,Female,Operations,Analyst,Bachelor,Married,Non-Travel,20.0,5997.0,2963,No,3.0,1,2,2,3,5,12,9,1,8,9,1,18,No,2,No
105705,34,Female,Operations,Engineer,Bachelor,Divorced,Rarely,17.0,6051.0,5100,Yes,3.0,4,3,3,4,6,25,11,5,4,12,5,8,Yes,5,No
105706,21,Female,R&D,Associate,Bachelor,Married,Non-Travel,3.0,4507.0,5866,No,4.0,1,2,1,4,3,13,0,0,0,0,9,13,No,3,No
105707,50,Male,Customer Support,Analyst,PhD,Single,Rarely,29.0,10352.0,3241,No,1.0,1,1,4,3,4,20,17,1,7,27,10,18,Yes,5,No
105708,59,Female,Operations,Associate,Master,Divorced,Frequently,16.0,11303.0,4536,No,4.0,4,4,2,3,6,11,8,8,4,36,10,15,Yes,3,No
105709,24,Male,Finance,Manager,PhD,Divorced,Frequently,29.0,3910.0,982,No,1.0,1,4,1,3,3,24,0,0,0,0,12,9,Yes,5,No
105710,25,Female,Marketing,Engineer,Bachelor,Married,Rarely,3.0,3870.0,3268,No,4.0,2,1,2,3,3,15,0,0,0,0,2,7,Yes,4,No
105711,38,Male,R&D,Executive,Master,Married,Rarely,28.0,7711.0,1040,Yes,3.0,2,2,2,5,0,11,12,1,4,17,13,2,No,3,No
105712,54,Male,R&D,Specialist,Bachelor,Married,Rarely,17.0,8660.0,5024,No,3.0,1,1,3,4,3,13,5,5,5,27,10,4,Yes,3,Yes
105713,36,Male,Customer Support,Analyst,PhD,Married,Non-Travel,21.0,8032.0,5610,No,2.0,2,4,3,3,1,10,12,0,3,15,9,20,No,3,No
105714,25,Male,HR,Associate,Master,Divorced,Rarely,15.0,5693.0,1530,No,4.0,4,4,4,3,1,13,0,0,0,4,3,14,Yes,4,No
105715,29,Male,R&D,Associate,PhD,Divorced,Rarely,27.0,4771.0,5586,Yes,1.0,3,2,1,4,3,24,4,4,1,7,8,8,No,5,No
105716,35,Male,R&D,Specialist,Master,Divorced,Non-Travel,28.0,5941.0,3350,No,3.0,3,1,4,3,1,19,4,1,3,9,2,1,Yes,5,No
105717,41,Female,IT,Executive,Bachelor,Married,Rarely,4.0,6464.0,6784,No,1.0,1,4,4,3,4,24,3,0,2,12,3,20,Yes,4,No
105718,29,Female,R&D,Engineer,PhD,Married,Non-Travel,4.0,5657.0,5922,No,4.0,2,4,3,3,3,14,0,0,0,3,5,19,Yes,2,No
105719,44,Male,Sales,Executive,Bachelor,Single,Rarely,10.0,6231.0,4832,No,1.0,2,2,1,3,2,17,4,2,4,15,5,14,No,5,No
105720,43,Female,Operations,Analyst,PhD,Divorced,Non-Travel,24.0,7925.0,2244,No,1.0,4,1,3,5,1,17,6,3,4,20,2,9,No,2,No
105721,33,Male,IT,Specialist,Master,Divorced,Frequently,29.0,4172.0,2042,Yes,2.0,2,4,1,3,2,22,2,0,1,5,3,3,Yes,5,No
105722,47,Female,IT,Manager,Master,Single,Rarely,21.0,7870.0,3624,No,2.0,2,4,4,3,4,24,4,4,3,20,14,2,Yes,2,No
105723,28,Female,Finance,Engineer,PhD,Single,Frequently,25.0,3784.0,3898,No,3.0,1,2,1,3,5,11,0,0,0,1,8,5,No,5,No
105724,33,Female,Operations,Associate,Diploma,Single,Frequently,10.0,6497.0,1470,No,4.0,1,3,4,3,5,17,7,2,4,8,1,14,Yes,5,No
105725,49,Female,Customer Support,Analyst,Master,Married,Rarely,23.0,7443.0,3845,No,4.0,4,1,4,3,4,22,17,6,5,20,3,5,Yes,2,No
105726,28,Male,IT,Manager,Bachelor,Divorced,Non-Travel,22.0,2520.0,3460,Yes,4.0,4,2,3,5,4,22,0,0,0,0,12,6,Yes,3,No
105727,29,Male,Marketing,Manager,Master,Married,Non-Travel,5.0,3487.0,853,Yes,1.0,1,3,4,3,3,21,4,2,3,6,7,12,No,4,Yes
105728,54,Female,Customer Support,Engineer,Master,Divorced,Frequently,16.0,10853.0,2310,Yes,2.0,4,3,2,3,5,15,5,5,2,33,4,17,No,2,No
105729,31,Female,Customer Support,Manager,PhD,Married,Non-Travel,30.0,6588.0,5206,No,2.0,2,2,1,5,6,17,1,0,0,9,12,1,Yes,3,No
105730,27,Male,IT,Specialist,Bachelor,Single,Rarely,19.0,5449.0,4096,Yes,2.0,3,1,4,4,2,13,3,0,1,4,7,13,No,4,No
105731,53,Male,Finance,Engineer,PhD,Married,Frequently,6.0,8873.0,4122,No,2.0,3,2,1,4,2,12,22,7,0,28,13,19,Yes,4,No
105732,48,Male,R&D,Analyst,Master,Divorced,Frequently,15.0,8714.0,5508,No,3.0,1,1,1,3,6,15,4,0,3,19,12,14,Yes,5,No
105733,42,Female,HR,Specialist,Bachelor,Divorced,Frequently,21.0,7725.0,2176,No,1.0,2,4,3,4,2,25,4,3,1,20,3,9,No,4,No
105734,21,Female,IT,Manager,PhD,Single,Rarely,28.0,3668.0,3442,No,1.0,3,4,3,3,6,13,0,0,0,0,2,6,No,5,No
105735,43,Female,R&D,Specialist,Diploma,Married,Rarely,9.0,5923.0,4591,No,1.0,4,3,4,5,0,15,17,4,5,17,12,16,Yes,2,No
105736,29,Female,R&D,Engineer,Bachelor,Divorced,Frequently,6.0,4152.0,996,No,1.0,1,4,4,5,2,11,0,0,0,2,5,1,No,4,No
105737,33,Female,IT,Executive,Bachelor,Divorced,Rarely,15.0,5783.0,4012,No,2.0,1,3,1,3,5,15,0,0,0,5,13,10,No,3,No
105738,58,Female,IT,Analyst,Diploma,Single,Non-Travel,4.0,9256.0,1435,No,1.0,2,4,4,3,4,17,4,3,3,32,2,15,Yes,4,No
105739,37,Female,Sales,Executive,Bachelor,Divorced,Rarely,17.0,5940.0,4295,No,4.0,4,4,2,3,6,25,6,1,3,15,2,6,Yes,5,No
105740,31,Female,HR,Engineer,Bachelor,Married,Frequently,28.0,6634.0,3932,No,1.0,4,4,2,3,3,11,7,6,2,9,11,18,Yes,4,No
105741,35,Female,Finance,Specialist,PhD,Divorced,Rarely,21.0,6689.0,6063,Yes,3.0,3,2,1,3,5,11,7,6,5,12,2,10,Yes,3,No
105742,21,Male,R&D,Associate,Diploma,Married,Rarely,19.0,3989.0,4983,No,4.0,1,2,2,3,2,10,0,0,0,0,1,3,Yes,2,No
105743,47,Male,IT,Engineer,PhD,Divorced,Non-Travel,23.0,7080.0,6362,No,1.0,3,4,1,3,3,18,3,0,1,20,9,9,No,5,No
105744,47,Male,Customer Support,Engineer,Master,Divorced,Non-Travel,14.0,8261.0,3242,Yes,4.0,4,4,4,4,1,14,15,10,4,18,11,2,Yes,3,No
105745,57,Female,HR,Specialist,Master,Single,Rarely,14.0,11113.0,6696,Yes,1.0,4,3,4,5,1,20,23,4,3,35,14,1,Yes,5,No
105746,52,Female,Customer Support,Executive,Bachelor,Divorced,Non-Travel,7.0,7854.0,2449,No,3.0,4,4,2,3,2,20,17,0,3,24,13,11,Yes,2,No
105747,54,Male,HR,Engineer,PhD,Married,Non-Travel,15.0,9844.0,7530,Yes,4.0,2,4,2,4,3,12,9,5,8,29,10,0,No,5,No
105748,50,Male,Marketing,Specialist,Bachelor,Married,Rarely,19.0,8297.0,7617,No,1.0,3,4,1,3,0,17,0,0,0,21,3,6,No,2,No
105749,55,Female,IT,Specialist,Master,Single,Frequently,13.0,11582.0,7522,No,1.0,4,3,2,4,5,16,12,4,7,32,15,12,No,2,No
105750,28,Male,Marketing,Analyst,Master,Single,Non-Travel,20.0,2256.0,5697,Yes,4.0,4,4,1,5,6,13,0,0,0,0,13,5,Yes,3,No
105751,31,Male,R&D,Associate,Bachelor,Married,Non-Travel,6.0,4251.0,2192,Yes,1.0,4,2,4,3,3,12,8,8,4,9,7,14,No,4,No
105752,58,Male,R&D,Associate,Master,Single,Non-Travel,7.0,12138.0,5789,No,4.0,1,2,1,5,6,20,18,4,7,34,2,19,No,2,No
105753,59,Female,Marketing,Executive,Diploma,Married,Frequently,3.0,11601.0,1514,Yes,2.0,4,4,1,5,6,25,5,2,3,32,6,13,Yes,3,No
105754,57,Female,Operations,Analyst,Diploma,Single,Non-Travel,12.0,10725.0,4042,No,3.0,3,4,2,3,5,10,10,6,7,31,13,17,No,5,No
105755,21,Female,R&D,Executive,Master,Single,Non-Travel,16.0,3915.0,1521,No,2.0,3,2,1,3,6,12,0,0,0,0,4,15,No,2,No
105756,46,Female,Customer Support,Specialist,Master,Divorced,Frequently,12.0,8800.0,7433,No,4.0,1,3,4,3,4,10,10,0,2,21,15,3,Yes,3,No
105757,52,Female,IT,Associate,Diploma,Single,Frequently,11.0,9068.0,587,Yes,3.0,3,1,2,4,3,25,2,1,1,26,14,2,No,3,No
105758,60,Male,Finance,Analyst,Diploma,Divorced,Rarely,29.0,10943.0,7765,No,2.0,1,3,1,4,3,23,6,3,5,33,6,4,Yes,5,Yes
105759,55,Male,Marketing,Specialist,PhD,Married,Non-Travel,28.0,8090.0,4618,No,1.0,1,1,2,3,2,16,17,10,1,26,6,19,No,2,Yes
105760,38,Female,HR,Manager,PhD,Married,Frequently,26.0,6114.0,1051,No,1.0,3,4,1,5,4,20,12,8,2,13,11,0,Yes,2,No
105761,39,Female,Operations,Associate,Diploma,Divorced,Rarely,9.0,7720.0,6324,No,1.0,2,3,1,3,2,17,12,9,4,17,11,12,Yes,5,No
105762,22,Female,R&D,Engineer,Diploma,Single,Rarely,21.0,4877.0,4665,Yes,3.0,2,4,4,5,6,14,0,0,0,0,12,0,Yes,4,No
105763,30,Female,Operations,Executive,Diploma,Divorced,Non-Travel,22.0,4677.0,6822,Yes,3.0,4,2,3,3,2,24,1,0,0,5,13,6,No,3,No
105764,45,Female,R&D,Analyst,Master,Married,Rarely,3.0,8203.0,4415,No,4.0,4,4,1,4,3,20,8,2,3,22,4,16,Yes,5,No
105765,27,Female,Sales,Executive,Bachelor,Married,Non-Travel,20.0,3595.0,1426,No,3.0,4,1,1,3,4,15,0,0,0,0,14,17,Yes,2,Yes
105766,59,Male,Customer Support,Executive,Bachelor,Single,Rarely,2.0,9164.0,2908,Yes,4.0,3,1,4,3,2,19,12,2,4,31,6,3,No,2,No
105767,47,Female,Customer Support,Analyst,Diploma,Divorced,Frequently,3.0,9024.0,4032,No,1.0,2,1,1,5,4,23,21,3,0,22,8,2,Yes,4,No
105768,58,Female,Marketing,Associate,PhD,Divorced,Non-Travel,2.0,11744.0,5320,Yes,4.0,2,1,3,3,5,12,6,6,4,32,13,14,Yes,4,No
105769,24,Male,Customer Support,Engineer,Diploma,Married,Non-Travel,1.0,4841.0,7434,No,1.0,1,1,4,4,2,22,1,0,0,1,1,20,Yes,3,No
105770,56,Female,HR,Specialist,Bachelor,Single,Frequently,8.0,9162.0,3615,Yes,4.0,4,3,3,4,4,25,17,5,3,30,3,0,No,5,No
105771,56,Male,Customer Support,Analyst,Bachelor,Married,Rarely,13.0,10229.0,7162,Yes,4.0,4,1,2,3,3,20,25,6,8,32,2,18,No,2,No
105772,29,Female,Finance,Specialist,PhD,Single,Rarely,28.0,3594.0,1001,Yes,1.0,4,2,1,3,2,23,0,0,0,5,9,14,No,4,Yes
105773,41,Male,R&D,Specialist,Master,Single,Non-Travel,19.0,8855.0,1538,No,2.0,2,4,1,3,6,14,17,4,8,19,14,0,Yes,2,No
105774,59,Female,Customer Support,Manager,Diploma,Divorced,Non-Travel,30.0,11175.0,7876,Yes,4.0,4,1,2,3,6,10,2,0,1,38,8,11,Yes,4,No
105775,51,Male,HR,Associate,Bachelor,Divorced,Rarely,10.0,9889.0,4136,No,1.0,3,4,2,5,1,10,16,5,6,26,5,20,Yes,3,No
105776,34,Male,IT,Analyst,Master,Married,Frequently,16.0,4162.0,4706,Yes,1.0,3,3,1,5,0,25,0,0,0,6,11,16,No,5,No
105777,28,Female,IT,Associate,PhD,Single,Non-Travel,10.0,5291.0,1774,No,2.0,3,1,2,3,5,10,3,1,3,6,14,19,Yes,2,No
105778,47,Male,R&D,Engineer,Diploma,Single,Rarely,22.0,8652.0,7225,No,2.0,3,1,1,5,2,10,7,3,2,26,12,13,Yes,5,No
105779,31,Female,R&D,Associate,PhD,Married,Frequently,26.0,4676.0,6464,No,4.0,4,3,1,4,6,20,5,5,2,5,4,6,No,2,No
105780,36,Female,IT,Specialist,Diploma,Divorced,Non-Travel,1.0,5275.0,966,Yes,1.0,2,2,2,3,6,12,11,2,4,12,2,15,No,5,No
105781,24,Male,Customer Support,Engineer,PhD,Single,Frequently,1.0,2279.0,3740,No,3.0,4,1,3,5,6,17,0,0,0,0,15,17,No,4,No
105782,32,Female,R&D,Manager,PhD,Married,Frequently,19.0,4818.0,6372,No,2.0,1,4,2,5,4,19,5,3,5,11,11,12,Yes,4,No
105783,35,Male,Operations,Executive,Master,Single,Rarely,6.0,5503.0,1295,Yes,1.0,3,3,1,5,1,12,8,7,2,14,1,19,Yes,2,No
105784,53,Male,Finance,Analyst,Diploma,Married,Rarely,4.0,11409.0,1264,No,2.0,2,2,1,4,0,17,2,1,2,32,14,10,No,2,No
105785,38,Male,R&D,Executive,Diploma,Single,Rarely,16.0,4270.0,2411,No,1.0,4,4,4,3,4,18,1,1,0,9,7,10,No,3,No
105786,26,Male,R&D,Engineer,Master,Single,Frequently,29.0,3439.0,3450,No,4.0,1,3,3,3,5,13,1,1,0,2,11,10,No,3,No
105787,55,Female,HR,Specialist,Bachelor,Divorced,Non-Travel,11.0,11195.0,500,Yes,4.0,3,4,1,3,3,23,0,0,0,30,8,2,No,5,No
105788,41,Female,IT,Analyst,PhD,Single,Non-Travel,22.0,6283.0,7687,No,1.0,4,4,1,3,4,14,2,1,2,14,2,7,Yes,3,No
105789,56,Female,Operations,Manager,Bachelor,Single,Non-Travel,14.0,11834.0,3562,No,2.0,4,3,2,5,4,25,3,2,2,32,1,18,Yes,5,No
105790,54,Female,R&D,Specialist,Diploma,Divorced,Non-Travel,29.0,11148.0,2333,Yes,2.0,3,4,4,3,6,22,6,6,4,29,8,1,Yes,5,No
105791,55,Male,Marketing,Executive,Diploma,Single,Non-Travel,,,1454,No,,1,3,3,3,1,22,7,2,7,28,3,9,Yes,3,Yes
105792,54,Female,Marketing,Specialist,Diploma,Married,Rarely,16.0,9462.0,3292,No,1.0,1,4,3,4,0,22,7,3,6,31,1,20,Yes,4,No
105793,50,Male,Operations,Manager,Bachelor,Single,Non-Travel,1.0,7353.0,2821,Yes,3.0,4,4,2,4,2,16,1,1,1,23,5,3,Yes,4,No
105794,52,Female,R&D,Analyst,Diploma,Divorced,Non-Travel,8.0,9402.0,3914,No,4.0,2,1,2,3,2,18,8,5,8,30,8,17,No,4,No
105795,52,Female,Sales,Analyst,Master,Single,Non-Travel,,,760,Yes,,3,4,2,3,3,10,18,10,2,31,14,9,No,5,No
105796,31,Male,IT,Specialist,Master,Single,Frequently,13.0,5451.0,1957,No,1.0,2,2,1,3,0,17,0,0,0,10,10,15,No,3,No
105797,56,Male,Marketing,Engineer,Diploma,Single,Frequently,5.0,10825.0,4317,No,4.0,2,2,3,4,4,14,1,1,0,31,6,1,Yes,3,No
105798,35,Male,IT,Executive,Master,Divorced,Frequently,12.0,6464.0,1404,No,3.0,1,3,3,3,3,12,13,6,4,13,13,19,Yes,3,No
105799,34,Male,HR,Engineer,Master,Divorced,Non-Travel,25.0,7217.0,2536,Yes,4.0,2,2,4,5,4,13,8,4,5,11,7,19,Yes,4,No
105800,53,Male,Sales,Executive,Bachelor,Married,Frequently,14.0,10921.0,3696,No,1.0,4,4,1,3,3,14,7,5,0,27,13,8,Yes,3,No
105801,44,Female,IT,Associate,PhD,Divorced,Non-Travel,4.0,6724.0,1271,No,3.0,3,3,3,3,4,12,19,8,3,20,7,4,No,3,No
